"","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse"
"4642",13,"TPL",16,0.0434,1.25,"USGS",0.900302114803625,"USGS-04072050","Agriculture"
"4643",8,"TPL",18,0.125,1.25,"USGS",0.982300884955752,"USGS-04072050","Agriculture"
"4644",21,"TPL",20,0.0952,1.25,"USGS",0.819121447028424,"USGS-04072050","Agriculture"
"4645",14,"UMW",12,0.0496,1.25,"USGS",0.83943661971831,"USGS-04072233","Urban"
"4646",16,"UMW",1,0.0871238670694864,1.25,"USGS",0.525679758308157,"USGS-04072657","Forest_Wetland"
"4647",9,"UMW",12,0.0142,1.25,"USGS",0.71866295264624,"USGS-04078085","Agriculture"
"4648",25,"UMW",1,0.141007532956685,1.25,"USGS",0.342902711323764,"USGS-04080798","Agriculture"
"4649",21,"UMW",1,0.125,1.25,"USGS",0.697552447552448,"USGS-04081407","Forest_Wetland"
"4650",22,"UMW",1,0.0625,1.25,"USGS",0.656634746922025,"USGS-04081437","Forest_Wetland"
"4651",14,"TPL",12,0.0397,1.25,"USGS",0.82018927444795,"USGS-04081897","Urban"
"4652",13,"TPL",12,0.0397,1.25,"USGS",0.719033232628399,"USGS-04084429","Urban"
"4653",11,"TPL",12,0.0298,1.25,"USGS",0.75297619047619,"USGS-04084468","Urban"
"4654",10,"TPL",12,0.0248,1.25,"USGS",0.864306784660767,"USGS-04085046","Agriculture"
"4655",13,"TPL",12,0.0714,1.25,"USGS",0.5625,"USGS-040850683","Agriculture"
"4656",16,"TPL",12,0.0496,1.25,"USGS",0.820987654320988,"USGS-040851235","Urban"
"4657",17,"TPL",12,0.0248,1.25,"USGS",0.7217125382263,"USGS-040851325","Urban"
"4658",16,"UMW",12,0.0085,1.25,"USGS",0.784403669724771,"USGS-04085188","Agriculture"
"4659",18,"TPL",12,0.0085,1.25,"USGS",0.896875,"USGS-040851932","Agriculture"
"4660",32,"TPL",21,0.0476,1.0219,"USGS",0.851179673321234,"USGS-040852508","Agriculture"
"4661",31,"TPL",12,0.0149,1.25,"USGS",0.681198910081744,"USGS-04085270","Agriculture"
"4662",7,"TPL",12,0.0298,1.25,"USGS",0.827893175074184,"USGS-040853145","Agriculture"
"4663",20,"TPL",12,0.0496,1.25,"USGS",0.801829268292683,"USGS-04085322","Agriculture"
"4664",14,"TPL",12,0.0248,1.25,"USGS",0.798850574712644,"USGS-040854395","Agriculture"
"4665",18,"TPL",12,0.0047,1.25,"USGS",0.847507331378299,"USGS-04085455","Agriculture"
"4666",29,"TPL",21,0.0833,1.0219,"USGS",0.67047619047619,"USGS-040857005","Agriculture"
"4667",20,"TPL",1,0.203438968481375,1.25,"USGS",0.734597156398104,"USGS-040863075","Agriculture"
"4668",21,"TPL",2,0.149358974358974,1.25,"USGS",0.582725060827251,"USGS-040863075","Agriculture"
"4669",13,"TPL",12,0.0496,1.25,"USGS",0.877300613496933,"USGS-04086699","Urban"
"4670",11,"TPL",11,0.0198,1.25,"USGS",0.580555555555556,"USGS-040869415","Urban"
"4671",8,"TPL",12,0.01985,1.25,"USGS",0.706422018348624,"USGS-040869415","Urban"
"4672",11,"TPL",15,0.01985,1.25,"USGS",0.849358974358974,"USGS-040869415","Urban"
"4673",11,"TPL",17,0.0347,1.25,"USGS",0.746223564954683,"USGS-040869415","Urban"
"4674",11,"TPL",19,0.0496,1.25,"USGS",0.705714285714286,"USGS-040869415","Urban"
"4675",12,"TPL",21,0.0238,1.0219,"USGS",0.768729641693811,"USGS-040869416","Urban"
"4676",15,"TPL",5,0.0521,1.5,"USGS",0.65843621399177,"USGS-04087000","Urban"
"4677",11,"TPL",6,0.0149,1.5,"USGS",0.345572354211663,"USGS-04087000","Urban"
"4678",16,"TPL",10,0.0496,1.25,"USGS",0.761517615176152,"USGS-04087000","Urban"
"4679",22,"TPL",11,0.0714,1.25,"USGS",0.647540983606557,"USGS-04087000","Urban"
"4680",17,"TPL",12,0.0099,1.25,"USGS",0.869047619047619,"USGS-04087000","Urban"
"4681",10,"TPL",12,0.0952,1.25,"USGS",0.90625,"USGS-04087030","Urban"
"4682",18,"TPL",12,0.0248,1.25,"USGS",0.73352435530086,"USGS-0408703164","Urban"
"4683",7,"TPL",12,0.0714,1.25,"USGS",0.78419452887538,"USGS-04087070","Urban"
"4684",14,"TPL",12,0.0496,1.25,"USGS",0.701492537313433,"USGS-040870856","Urban"
"4685",16,"TPL",21,0.0476,1.0219,"USGS",0.843575418994413,"USGS-04087119","Urban"
"4686",12,"TPL",12,0.01985,1.25,"USGS",0.769461077844311,"USGS-04087204","Urban"
"4687",15,"TPL",12,0.0714,1.25,"USGS",0.569767441860465,"USGS-04087213","Urban"
"4688",16,"TPL",12,0.0496,1.25,"USGS",0.660919540229885,"USGS-040872393","Agriculture"
"4689",12,"TPL",12,0.0397,1.25,"USGS",0.763636363636364,"USGS-04087258","Forest_Wetland"
"4690",4,"TPL",12,0.0298,1.25,"USGS",0.51063829787234,"USGS-04087270","Urban"
"4691",21,"TPL",4,0.125,1.25,"USGS",0.639296187683284,"USGS-04159492","Forest_Wetland"
"4692",17,"TPL",4,0.125,1.25,"USGS",0.576433121019108,"USGS-04161820","Urban"
"4693",16,"TPL",5,0.125,1.25,"USGS",0.782868525896414,"USGS-04161820","Urban"
"4694",16,"TPL",10,0.3333,1.25,"USGS",0.757369614512472,"USGS-04161820","Urban"
"4695",14,"TPL",11,0.25,1.25,"USGS",0.669879518072289,"USGS-04161820","Urban"
"4696",12,"TPL",12,0.5,1.25,"USGS",0.726443768996961,"USGS-04161820","Urban"
"4697",15,"TPL",13,1,1.25,"USGS",0.747720364741641,"USGS-04161820","Urban"
"4698",21,"TPL",15,0.2083,1.25,"USGS",0.715170278637771,"USGS-04161820","Urban"
"4699",22,"TPL",16,0.2431,1.25,"USGS",0.779935275080906,"USGS-04161820","Urban"
"4700",20,"TPL",17,1,1.25,"USGS",0.684636118598383,"USGS-04161820","Urban"
"4701",18,"TPL",21,0.4167,1.25,"USGS",0.833333333333333,"USGS-04161820","Urban"
"4702",24,"TPL",22,0.5,1.25,"USGS",0.629508196721312,"USGS-04161820","Urban"
"4703",15,"TPL",23,0.2083,1.25,"USGS",0.915407854984894,"USGS-04161820","Urban"
"4704",14,"TPL",25,0.5,1.25,"USGS",0.855932203389831,"USGS-04161820","Urban"
"4705",13,"TPL",26,0.1042,1.25,"USGS",0.821428571428571,"USGS-04161820","Urban"
"4706",23,"TPL",4,0.125,1.25,"USGS",0.531024531024531,"USGS-04175600","Agriculture"
"4707",25,"TPL",10,0.6667,1.25,"USGS",0.753205128205128,"USGS-04175600","Agriculture"
"4708",24,"TPL",11,0.3333,1.25,"USGS",0.737012987012987,"USGS-04175600","Agriculture"
"4709",26,"TPL",12,0.119,1.25,"USGS",0.717741935483871,"USGS-04175600","Agriculture"
"4710",26,"TPL",14,0.8333,1.25,"USGS",0.642011834319527,"USGS-04175600","Agriculture"
"4711",34,"TPL",15,0.75,1.25,"USGS",0.790625,"USGS-04175600","Agriculture"
"4712",25,"TPL",16,0.25,1.25,"USGS",0.854938271604938,"USGS-04175600","Agriculture"
"4713",33,"TPL",17,0.8333,1.25,"USGS",0.791044776119403,"USGS-04175600","Agriculture"
"4714",30,"TPL",18,0.6667,1.25,"USGS",0.704761904761905,"USGS-04175600","Agriculture"
"4715",20,"TPL",19,0.5833,1.25,"USGS",0.810198300283286,"USGS-04175600","Agriculture"
"4716",22,"TPL",20,0.4167,1.25,"USGS",0.844512195121951,"USGS-04175600","Agriculture"
"4717",24,"TPL",12,0.4524,1.25,"USGS",0.737864077669903,"USGS-04178000","Agriculture"
"4718",9,"TPL",4,0.00831310043668122,1.25,"USGS",0.623076923076923,"USGS-04183000","Agriculture"
"4719",32,"TPL",18,0.8333,1.25,"USGS",0.795833333333333,"USGS-04185440","Agriculture"
"4720",17,"TPL",4,0.0625,1.25,"USGS",0.764449968924798,"USGS-04186500","Agriculture"
"4721",11,"TPL",10,1,1.25,"USGS",0.938725490196078,"USGS-04186500","Agriculture"
"4722",18,"TPL",12,0.2619,1.25,"USGS",0.866666666666667,"USGS-04186500","Agriculture"
"4723",10,"TPL",13,0.25,1.25,"USGS",0.952247191011236,"USGS-04186500","Agriculture"
"4724",17,"TPL",14,0.0952,1.25,"USGS",0.886426592797784,"USGS-04186500","Agriculture"
"4725",12,"TPL",4,0.0156,1.25,"USGS",0.7359375,"USGS-04193500","Forest_Wetland"
"4726",11,"TPL",5,0.0714,1.25,"USGS",0.480300187617261,"USGS-04193500","Forest_Wetland"
"4727",10,"TPL",6,0.0397,1.25,"USGS",0.618528610354223,"USGS-04193500","Forest_Wetland"
"4728",13,"TPL",10,0.0694,1.25,"USGS",0.659090909090909,"USGS-04193500","Forest_Wetland"
"4729",9,"TPL",11,0.0595,1.25,"USGS",0.736677115987461,"USGS-04193500","Forest_Wetland"
"4730",10,"TPL",12,0.0496,1.25,"USGS",0.93859649122807,"USGS-04193500","Forest_Wetland"
"4731",14,"TPL",13,0.119,1.25,"USGS",0.902208201892745,"USGS-04193500","Forest_Wetland"
"4732",15,"TPL",18,0.0347,1.25,"USGS",0.819338422391858,"USGS-04197100","Agriculture"
"4733",14,"NAP",4,0.25,1.25,"USGS",0.585987261146497,"USGS-04208504","Urban"
"4734",21,"NAP",4,0.125,1.25,"USGS",0.67827868852459,"USGS-04211820","Forest_Wetland"
"4735",26,"NAP",5,0.0142,1.25,"USGS",0.674321503131524,"USGS-04211820","Forest_Wetland"
"4736",16,"NAP",6,0.0085,1.25,"USGS",0.715189873417722,"USGS-04211820","Forest_Wetland"
"4737",15,"NAP",4,0.25,1.25,"USGS",0.738903394255875,"USGS-04213500","Forest_Wetland"
"4738",34,"NAP",22,0.1667,1.25,"USGS",0.932515337423313,"USGS-04285500","Forest_Wetland"
"4739",27,"NAP",22,0.0333,1.25,"USGS",0.607142857142857,"USGS-04287000","Forest_Wetland"
"4740",25,"NAP",22,0.3667,1.25,"USGS",0.667664670658683,"USGS-04288000","Forest_Wetland"
"4741",27,"NAP",22,0.4667,1.25,"USGS",0.907407407407407,"USGS-04288230","Forest_Wetland"
"4742",19,"NAP",22,0.0333,1.25,"USGS",0.614243323442137,"USGS-04289000","Forest_Wetland"
"4743",15,"WMT",19,0.2083,1.25,"USGS",0.781420765027322,"USGS-05014300","Forest_Wetland"
"4744",18,"WMT",24,0.0347,1.25,"USGS",0.661931818181818,"USGS-05014300","Forest_Wetland"
"4745",20,"WMT",25,0.125,1.25,"USGS",0.841191066997519,"USGS-05014300","Forest_Wetland"
"4746",21,"WMT",26,0.2083,1.25,"USGS",0.780487804878049,"USGS-05014300","Forest_Wetland"
"4747",18,"UMW",2,0.132718508997429,1.25,"USGS",0.871983914209115,"USGS-05030150","Agriculture"
"4748",16,"TPL",2,0.111198738170347,0.1289,"USGS",0.435555555555556,"USGS-05051300","Agriculture"
"4749",21,"TPL",2,0.03125,1.25,"USGS",0.83739837398374,"USGS-05056000","Agriculture"
"4750",29,"TPL",1,0.120340633245383,1.25,"USGS",0.67478397486253,"USGS-05058700","Urban"
"4751",16,"TPL",2,0.0625,1.25,"USGS",0.598,"USGS-05058700","Urban"
"4752",25,"TPL",1,0.201590909090909,1.25,"USGS",0.779257849666984,"USGS-05062500","Forest_Wetland"
"4753",33,"TPL",1,0.5,0.3457,"USGS",0.702242846094354,"USGS-05082625","Agriculture"
"4754",26,"TPL",2,0.21692439862543,1.25,"USGS",0.6875,"USGS-05082625","Agriculture"
"4755",22,"TPL",5,1,0.199,"USGS",0.683229813664596,"USGS-05082625","Agriculture"
"4756",13,"TPL",2,0.0625,1.25,"USGS",0.59327731092437,"USGS-05084000","Agriculture"
"4757",27,"TPL",1,0.337686567164179,1.525,"USGS",0.662519440124417,"USGS-05086000","Agriculture"
"4758",9,"TPL",5,1,0.1528,"USGS",0.851851851851852,"USGS-05092000","Agriculture"
"4759",19,"TPL",2,0.039453459972863,1.25,"USGS",0.621399176954732,"USGS-05094000","Agriculture"
"4760",20,"UMW",2,0.5,1.25,"USGS",0.853889943074004,"USGS-05112000","Forest_Wetland"
"4761",14,"UMW",20,0.0952,1.25,"USGS",0.830769230769231,"USGS-05124480","Forest_Wetland"
"4762",25,"UMW",15,0.0347,1.25,"USGS",0.581521739130435,"USGS-05200170","Forest_Wetland"
"4763",35,"UMW",16,0.2143,1.25,"USGS",0.865814696485623,"USGS-05200170","Forest_Wetland"
"4764",25,"UMW",15,0.0496,1.25,"USGS",0.766355140186916,"USGS-05243200","Forest_Wetland"
"4765",35,"UMW",16,0.119,1.25,"USGS",0.53257790368272,"USGS-05243200","Forest_Wetland"
"4766",26,"UMW",15,0.2619,1.25,"USGS",0.874626865671642,"USGS-05244385","Agriculture"
"4767",24,"UMW",15,0.0595,1.25,"USGS",0.794721407624633,"USGS-05244409","Forest_Wetland"
"4768",27,"UMW",15,0.0952,1.25,"USGS",0.635071090047393,"USGS-05245295","Agriculture"
"4769",32,"UMW",16,0.125,1.25,"USGS",0.668852459016393,"USGS-05245295","Agriculture"
"4770",27,"UMW",15,0.0714,1.25,"USGS",0.874285714285714,"USGS-05265698","Agriculture"
"4771",19,"UMW",4,0.0822301369863014,1.25,"USGS",0.759541984732824,"USGS-05267000","Forest_Wetland"
"4772",27,"UMW",5,0.0714,1.75,"USGS",0.571125265392781,"USGS-05267000","Forest_Wetland"
"4773",18,"UMW",15,0.125,1.25,"USGS",0.848101265822785,"USGS-05267185","Agriculture"
"4774",24,"UMW",15,0.1667,1.25,"USGS",0.848580441640379,"USGS-05267578","Agriculture"
"4775",25,"UMW",15,0.125,1.25,"USGS",0.878481012658228,"USGS-05267930","Agriculture"
"4776",17,"UMW",15,0.0142,1.25,"USGS",0.856716417910448,"USGS-05268700","Agriculture"
"4777",39,"UMW",16,0.0952,1.25,"USGS",0.81767955801105,"USGS-05268700","Agriculture"
"4778",15,"UMW",15,0.0868,1.25,"USGS",0.818181818181818,"USGS-05270103","Agriculture"
"4779",11,"UMW",15,0.0149,1.25,"USGS",0.891737891737892,"USGS-05272951","Forest_Wetland"
"4780",25,"UMW",15,0.0496,1.25,"USGS",0.700657894736842,"USGS-05273800","Agriculture"
"4781",41,"UMW",4,0.0313,1.25,"USGS",0.865552903739061,"USGS-05276005","Agriculture"
"4782",20,"UMW",15,0.0298,1.25,"USGS",0.78698224852071,"USGS-05278020","Agriculture"
"4783",29,"UMW",15,0.25,1.25,"USGS",0.753205128205128,"USGS-05284690","Agriculture"
"4784",20,"UMW",15,0.0952,1.25,"USGS",0.689655172413793,"USGS-05284945","Forest_Wetland"
"4785",25,"UMW",15,0.0952,1.25,"USGS",0.775384615384615,"USGS-05286297","Forest_Wetland"
"4786",31,"UMW",16,0.0714,1.25,"USGS",0.824362606232295,"USGS-05286297","Forest_Wetland"
"4787",21,"UMW",15,0.0714,1.25,"USGS",0.781437125748503,"USGS-05286790","Forest_Wetland"
"4788",15,"UMW",15,0.4583,1.25,"USGS",0.728723404255319,"USGS-05287890","Agriculture"
"4789",9,"UMW",5,0.4167,0.154,"USGS",0.891832229580574,"USGS-05288598","Urban"
"4790",11,"UMW",10,0.375,0.1444,"USGS",0.716129032258065,"USGS-05288705","Urban"
"4791",14,"UMW",11,1,0.2212,"USGS",0.802603036876356,"USGS-05288705","Urban"
"4792",15,"UMW",12,1,0.3128,"USGS",0.71513353115727,"USGS-05288705","Urban"
"4793",10,"UMW",13,0.4167,0.5067,"USGS",0.572254335260116,"USGS-05288705","Urban"
"4794",13,"UMW",16,0.6563,0.1003,"USGS",0.318611987381703,"USGS-05288705","Urban"
"4795",13,"UMW",18,0.0714,0.179,"USGS",0.813370473537604,"USGS-05288705","Urban"
"4796",20,"UMW",20,0.5,0.2545,"USGS",0.829411764705882,"USGS-05288705","Urban"
"4797",15,"UMW",22,0.75,0.1974,"USGS",0.736070381231672,"USGS-05288705","Urban"
"4798",13,"UMW",23,0.0952,1.0275,"USGS",0.802631578947368,"USGS-05288705","Urban"
"4799",12,"UMW",24,0.375,0.8157,"USGS",0.846153846153846,"USGS-05288705","Urban"
"4800",9,"UMW",25,0.1667,0.4865,"USGS",0.598337950138504,"USGS-05288705","Urban"
"4801",13,"UMW",26,0.7083,0.6836,"USGS",0.793785310734463,"USGS-05288705","Urban"
"4802",12,"UMW",5,1,0.2173,"USGS",0.824925816023739,"USGS-05288839","Urban"
"4803",14,"TPL",21,1,1.0219,"USGS",0.970414201183432,"USGS-05299770","Agriculture"
"4804",27,"TPL",5,1,0.1176,"USGS",0.865139949109415,"USGS-05304795","Agriculture"
"4805",21,"TPL",5,0.8333,0.0952,"USGS",0.803713527851459,"USGS-05312000","Agriculture"
"4806",12,"TPL",5,0.25,0.1132,"USGS",0.738522954091816,"USGS-05313780","Agriculture"
"4807",16,"TPL",15,0.25,1.25,"USGS",0.874617737003058,"USGS-05314510","Agriculture"
"4808",25,"TPL",21,0.2857,1.0219,"USGS",0.980286738351254,"USGS-05315295","Agriculture"
"4809",26,"TPL",21,0.4048,1.0219,"USGS",0.892921960072595,"USGS-0531656290","Agriculture"
"4810",17,"TPL",5,0.5833,0.0871,"USGS",0.703883495145631,"USGS-05316985","Agriculture"
"4811",20,"TPL",5,0.8333,0.1419,"USGS",0.678125,"USGS-05317170","Agriculture"
"4812",22,"TPL",5,0.3333,0.1404,"USGS",0.617336152219873,"USGS-05317811","Agriculture"
"4813",17,"TPL",5,0.6667,0.1657,"USGS",0.514705882352941,"USGS-05317828","Agriculture"
"4814",12,"TPL",5,0.5,0.1697,"USGS",0.592592592592593,"USGS-05318050","Agriculture"
"4815",12,"TPL",5,0.2431,0.0744,"USGS",0.768888888888889,"USGS-05318138","Agriculture"
"4816",16,"TPL",5,1,0.108,"USGS",0.695652173913043,"USGS-05318178","Agriculture"
"4817",8,"TPL",5,0.3333,0.077,"USGS",0.495305164319249,"USGS-05318240","Agriculture"
"4818",10,"TPL",5,0.6667,0.0828,"USGS",0.555309734513274,"USGS-05318630","Agriculture"
"4819",14,"TPL",5,0.6667,0.1543,"USGS",0.428909952606635,"USGS-05319050","Agriculture"
"4820",22,"TPL",5,0.5,0.1947,"USGS",0.568329718004338,"USGS-05319360","Agriculture"
"4821",21,"TPL",5,0.2083,1.25,"USGS",0.572979493365501,"USGS-05320270","Agriculture"
"4822",14,"TPL",13,0.25,0.236,"USGS",0.954128440366973,"USGS-05320270","Agriculture"
"4823",20,"TPL",21,1,1.0219,"USGS",0.76555023923445,"USGS-05320410","Agriculture"
"4824",17,"TPL",5,0.5,0.1525,"USGS",0.673956262425447,"USGS-05320450","Agriculture"
"4825",24,"TPL",21,0.0298,1.0219,"USGS",0.925714285714286,"USGS-05325148","Forest_Wetland"
"4826",13,"UMW",5,0.4167,0.1122,"USGS",0.804147465437788,"USGS-05326150","Agriculture"
"4827",10,"TPL",15,0.125,1.25,"USGS",0.940874035989717,"USGS-05326189","Agriculture"
"4828",15,"UMW",5,1,0.1216,"USGS",0.789915966386555,"USGS-05326250","Agriculture"
"4829",13,"UMW",4,0.125,1.25,"USGS",0.679045092838196,"USGS-05330000","Forest_Wetland"
"4830",11,"UMW",5,0.2917,1.25,"USGS",0.795275590551181,"USGS-05330000","Forest_Wetland"
"4831",10,"UMW",5,0.25,0.0633,"USGS",0.831481481481481,"USGS-05330801","Urban"
"4832",23,"UMW",4,0.0313,1.25,"USGS",0.623481781376518,"USGS-05330902","Urban"
"4833",11,"UMW",5,1,0.136,"USGS",0.665083135391924,"USGS-05330902","Urban"
"4834",17,"TPL",5,0.2083,1.25,"USGS",0.613861386138614,"USGS-05331580","Forest_Wetland"
"4835",11,"TPL",12,0.3333,0.205,"USGS",0.973760932944606,"USGS-05331580","Forest_Wetland"
"4836",24,"UMW",4,0.01565,1.25,"USGS",0.551428571428571,"USGS-05331833","Forest_Wetland"
"4837",29,"UMW",5,0.0694,1.25,"USGS",0.3875,"USGS-05331833","Forest_Wetland"
"4838",35,"UMW",5,0.2083,1.25,"USGS",0.741648106904232,"USGS-05333500","Forest_Wetland"
"4839",26,"UMW",15,0.0397,1.25,"USGS",0.851190476190476,"USGS-05338955","Forest_Wetland"
"4840",47,"UMW",16,0.875,1.25,"USGS",0.416403785488959,"USGS-05338955","Forest_Wetland"
"4841",16,"UMW",15,0.0446,1.25,"USGS",0.741641337386018,"USGS-05340280","Agriculture"
"4842",23,"UMW",5,0.0714,1.5,"USGS",0.739910313901345,"USGS-05340500","Forest_Wetland"
"4843",21,"UMW",15,0.0198,1.25,"USGS",0.838815789473684,"USGS-05340962","Forest_Wetland"
"4844",22,"UMW",15,0.0694,1.25,"USGS",0.484679665738162,"USGS-05341685","Agriculture"
"4845",20,"TPL",15,0.0397,1.25,"USGS",0.878594249201278,"USGS-05341763","Forest_Wetland"
"4846",11,"TPL",15,0.0714,1.25,"USGS",0.807894736842105,"USGS-05341764","Forest_Wetland"
"4847",19,"TPL",15,0.0496,1.25,"USGS",0.839228295819936,"USGS-05341854","Agriculture"
"4848",25,"TPL",16,0.0496,1.25,"USGS",0.875399361022364,"USGS-05341854","Agriculture"
"4849",14,"UMW",5,0.0952,1.25,"USGS",0.623563218390805,"USGS-05355250","Urban"
"4850",12,"UMW",18,0.0347,1.25,"USGS",0.804932735426009,"USGS-05387440","Agriculture"
"4851",15,"UMW",18,0.0347,1.25,"USGS",0.624401913875598,"USGS-05389000","Forest_Wetland"
"4852",15,"UMW",18,0.1042,1.25,"USGS",0.727053140096618,"USGS-05389400","Forest_Wetland"
"4853",18,"UMW",18,0.0347,1.25,"USGS",0.729119638826185,"USGS-05406457","Forest_Wetland"
"4854",14,"UMW",18,0.0694,1.25,"USGS",0.823671497584541,"USGS-05411850","Agriculture"
"4855",19,"UMW",18,0.119,1.25,"USGS",0.915601023017903,"USGS-05412400","Urban"
"4856",27,"TPL",21,0.5417,1.0219,"USGS",0.920433996383363,"USGS-05418180","Agriculture"
"4857",21,"TPL",21,0.0357,1.0219,"USGS",0.965217391304348,"USGS-05418400","Agriculture"
"4858",27,"TPL",5,0.3333,0.4522,"USGS",0.673306772908366,"USGS-05420680","Agriculture"
"4859",22,"TPL",10,0.1667,3.76,"USGS",0.729885057471264,"USGS-05420680","Agriculture"
"4860",24,"TPL",11,0.2083,0.2472,"USGS",0.752688172043011,"USGS-05420680","Agriculture"
"4861",20,"TPL",14,0.25,0.1697,"USGS",0.87797619047619,"USGS-05420680","Agriculture"
"4862",16,"TPL",15,1,0.1376,"USGS",0.822164948453608,"USGS-05420680","Agriculture"
"4863",22,"TPL",16,1,0.2011,"USGS",0.90519877675841,"USGS-05420680","Agriculture"
"4864",16,"TPL",17,1,0.1333,"USGS",0.912060301507538,"USGS-05420680","Agriculture"
"4865",26,"TPL",18,0.9167,0.109,"USGS",0.81570996978852,"USGS-05420680","Agriculture"
"4866",28,"TPL",19,0.6667,0.166,"USGS",0.83625730994152,"USGS-05420680","Agriculture"
"4867",22,"TPL",5,0.3333,0.5139,"USGS",0.671806167400881,"USGS-05420720","Agriculture"
"4868",21,"TPL",5,0.1736,0.3967,"USGS",0.779279279279279,"USGS-05420900","Agriculture"
"4869",17,"TPL",5,0.1042,0.3741,"USGS",0.64033264033264,"USGS-05421700","Forest_Wetland"
"4870",24,"TPL",5,0.3472,0.2612,"USGS",0.695464362850972,"USGS-05421870","Forest_Wetland"
"4871",15,"TPL",18,0.1667,1.25,"USGS",0.768115942028985,"USGS-05423510","Agriculture"
"4872",24,"TPL",21,0.1964,1.0219,"USGS",0.694915254237288,"USGS-05426400","Forest_Wetland"
"4873",20,"UMW",18,0.0694,1.25,"USGS",0.781954887218045,"USGS-05432695","Forest_Wetland"
"4874",16,"UMW",18,0.119,1.25,"USGS",0.804054054054054,"USGS-05432927","Agriculture"
"4875",21,"TPL",5,0.2083,0.3747,"USGS",0.844890510948905,"USGS-05449200","Agriculture"
"4876",15,"TPL",10,0.2083,3.32,"USGS",0.856304985337243,"USGS-05449500","Agriculture"
"4877",24,"TPL",11,0.1736,0.4061,"USGS",0.797927461139896,"USGS-05449500","Agriculture"
"4878",12,"TPL",12,0.4167,0.282,"USGS",0.875318066157761,"USGS-05449500","Agriculture"
"4879",17,"TPL",15,0.8333,0.09,"USGS",0.75,"USGS-05451080","Agriculture"
"4880",19,"TPL",5,0.3125,0.4137,"USGS",0.746031746031746,"USGS-05451210","Forest_Wetland"
"4881",18,"TPL",10,0.1563,1.83,"USGS",0.807017543859649,"USGS-05451210","Forest_Wetland"
"4882",18,"TPL",11,0.1389,0.331,"USGS",0.849112426035503,"USGS-05451210","Forest_Wetland"
"4883",15,"TPL",12,0.2083,0.2994,"USGS",0.828746177370031,"USGS-05451210","Forest_Wetland"
"4884",16,"TPL",13,0.5,0.218,"USGS",0.959183673469388,"USGS-05451210","Forest_Wetland"
"4885",23,"TPL",14,0.5,0.1929,"USGS",0.88719512195122,"USGS-05451210","Forest_Wetland"
"4886",18,"TPL",17,1,0.2004,"USGS",0.949074074074074,"USGS-05451210","Forest_Wetland"
"4887",25,"TPL",19,0.4167,0.1903,"USGS",0.858247422680412,"USGS-05451210","Forest_Wetland"
"4888",16,"TPL",20,0.5833,0.189,"USGS",0.8328611898017,"USGS-05451210","Forest_Wetland"
"4889",26,"TPL",21,1,1.0219,"USGS",0.947530864197531,"USGS-05451210","Forest_Wetland"
"4890",27,"TPL",22,0.6667,0.1769,"USGS",0.911428571428571,"USGS-05451210","Forest_Wetland"
"4891",12,"TPL",18,0.2431,0.179,"USGS",0.927113702623907,"USGS-05451750","Forest_Wetland"
"4892",16,"TPL",20,0.1667,0.1058,"USGS",0.94475138121547,"USGS-05451750","Forest_Wetland"
"4893",8,"TPL",20,0.1667,0.1281,"USGS",0.202970297029703,"USGS-05451754","Agriculture"
"4894",13,"TPL",20,0.8333,0.156,"USGS",0.955613577023499,"USGS-05451770","Forest_Wetland"
"4895",21,"TPL",20,0.3333,0.0923,"USGS",0.750741839762611,"USGS-05451785","Forest_Wetland"
"4896",21,"TPL",17,1,0.1304,"USGS",0.773109243697479,"USGS-05451900","Agriculture"
"4897",18,"TPL",5,0.1736,0.4182,"USGS",0.745679012345679,"USGS-05452020","Forest_Wetland"
"4898",25,"TPL",21,1,1.0219,"USGS",0.973360655737705,"USGS-05455095","Agriculture"
"4899",18,"TPL",5,0.3333,0.3485,"USGS",0.767857142857143,"USGS-05455100","Agriculture"
"4900",23,"TPL",5,0.6667,0.265,"USGS",0.698360655737705,"USGS-05455500","Forest_Wetland"
"4901",15,"TPL",21,0.3958,1.0219,"USGS",0.28256880733945,"USGS-05457200","Agriculture"
"4902",17,"TPL",21,0.25,1.0219,"USGS",0.307262569832402,"USGS-05457520","Agriculture"
"4903",15,"TPL",5,0.0521,0.4455,"USGS",0.474683544303797,"USGS-05457950","Agriculture"
"4904",21,"TPL",17,0.0397,1.25,"USGS",0.748837209302326,"USGS-05458000","Agriculture"
"4905",28,"TPL",21,0.5417,1.0219,"USGS",0.827018121911038,"USGS-05458800","Agriculture"
"4906",19,"TPL",5,0.2083,0.484,"USGS",0.566079295154185,"USGS-05458870","Agriculture"
"4907",13,"TPL",5,0.1215,0.34,"USGS",0.73972602739726,"USGS-05459300","Agriculture"
"4908",19,"TPL",5,0.2431,0.5407,"USGS",0.533632286995516,"USGS-05461390","Agriculture"
"4909",18,"TPL",5,0.4167,0.3292,"USGS",0.842105263157895,"USGS-05462770","Agriculture"
"4910",21,"TPL",5,0.2778,0.495,"USGS",0.6779324055666,"USGS-05463510","Agriculture"
"4911",26,"TPL",5,1,0.1125,"USGS",0.64818763326226,"USGS-05464220","Agriculture"
"4912",19,"TPL",5,0.1389,0.225,"USGS",0.948943661971831,"USGS-05465310","Agriculture"
