"","X","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse","Latitude_dd","Longitude_dd"
"4761",4761,22,"TPL",16,1,0.2011,"USGS",0.90519877675841,"USGS-05420680","Agriculture",42.8360911727258,-92.2574003212465
"4762",4762,16,"TPL",17,1,0.1333,"USGS",0.912060301507538,"USGS-05420680","Agriculture",42.8360911727258,-92.2574003212465
"4763",4763,26,"TPL",18,0.9167,0.109,"USGS",0.81570996978852,"USGS-05420680","Agriculture",42.8360911727258,-92.2574003212465
"4764",4764,28,"TPL",19,0.6667,0.166,"USGS",0.83625730994152,"USGS-05420680","Agriculture",42.8360911727258,-92.2574003212465
"4765",4765,22,"TPL",5,0.3333,0.5139,"USGS",0.671806167400881,"USGS-05420720","Agriculture",42.8474798556378,-92.2301773493025
"4766",4766,21,"TPL",5,0.1736,0.3967,"USGS",0.779279279279279,"USGS-05420900","Agriculture",42.5408193739567,-92.0251755053231
"4767",4767,17,"TPL",5,0.1042,0.3741,"USGS",0.64033264033264,"USGS-05421700","Forest_Wetland",42.1422229842136,-91.3457167174659
"4768",4768,24,"TPL",5,0.3472,0.2612,"USGS",0.695464362850972,"USGS-05421870","Forest_Wetland",41.7380839301457,-90.6906975619279
"4769",4769,15,"TPL",18,0.1667,1.25,"USGS",0.768115942028985,"USGS-05423510","Agriculture",43.6338888888889,-88.6844444444445
"4770",4770,24,"TPL",21,0.1964,1.0219,"USGS",0.694915254237288,"USGS-05426400","Forest_Wetland",42.8861111111111,-88.5413888888889
"4771",4771,20,"UMW",18,0.0694,1.25,"USGS",0.781954887218045,"USGS-05432695","Forest_Wetland",42.9405555555556,-89.9211111111111
"4772",4772,16,"UMW",18,0.119,1.25,"USGS",0.804054054054054,"USGS-05432927","Agriculture",42.8747222222222,-89.7991666666667
"4773",4773,21,"TPL",5,0.2083,0.3747,"USGS",0.844890510948905,"USGS-05449200","Agriculture",42.8633016515954,-93.6132658205807
"4774",4774,15,"TPL",10,0.2083,3.32,"USGS",0.856304985337243,"USGS-05449500","Agriculture",42.7599440917639,-93.621848920005
"4775",4775,24,"TPL",11,0.1736,0.4061,"USGS",0.797927461139896,"USGS-05449500","Agriculture",42.7599440917639,-93.621848920005
"4776",4776,12,"TPL",12,0.4167,0.282,"USGS",0.875318066157761,"USGS-05449500","Agriculture",42.7599440917639,-93.621848920005
"4777",4777,17,"TPL",15,0.8333,0.09,"USGS",0.75,"USGS-05451080","Agriculture",42.5436111111111,-93.5894444444444
"4778",4778,19,"TPL",5,0.3125,0.4137,"USGS",0.746031746031746,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4779",4779,18,"TPL",10,0.1563,1.83,"USGS",0.807017543859649,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4780",4780,18,"TPL",11,0.1389,0.331,"USGS",0.849112426035503,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4781",4781,15,"TPL",12,0.2083,0.2994,"USGS",0.828746177370031,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4782",4782,16,"TPL",13,0.5,0.218,"USGS",0.959183673469388,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4783",4783,23,"TPL",14,0.5,0.1929,"USGS",0.88719512195122,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4784",4784,18,"TPL",17,1,0.2004,"USGS",0.949074074074074,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4785",4785,25,"TPL",19,0.4167,0.1903,"USGS",0.858247422680412,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4786",4786,16,"TPL",20,0.5833,0.189,"USGS",0.8328611898017,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4787",4787,26,"TPL",21,1,1.0219,"USGS",0.947530864197531,"USGS-05451210","Forest_Wetland",42.3150833333333,-93.1520555555556
"4788",4788,12,"TPL",18,0.2431,0.179,"USGS",0.927113702623907,"USGS-05451750","Forest_Wetland",41.9854972222222,-92.6988111111111
"4789",4789,16,"TPL",20,0.1667,0.1058,"USGS",0.94475138121547,"USGS-05451750","Forest_Wetland",41.9854972222222,-92.6988111111111
"4790",4790,8,"TPL",20,0.1667,0.1281,"USGS",0.202970297029703,"USGS-05451754","Agriculture",41.9855555555556,-92.6722222222222
"4791",4791,13,"TPL",20,0.8333,0.156,"USGS",0.955613577023499,"USGS-05451770","Forest_Wetland",41.9642555555556,-92.63655
"4792",4792,21,"TPL",20,0.3333,0.0923,"USGS",0.750741839762611,"USGS-05451785","Forest_Wetland",41.9551138888889,-92.5974777777778
"4793",4793,21,"TPL",17,1,0.1304,"USGS",0.773109243697479,"USGS-05451900","Agriculture",41.8994386815939,-92.4743550812121
"4794",4794,18,"TPL",5,0.1736,0.4182,"USGS",0.745679012345679,"USGS-05452020","Forest_Wetland",41.8919414790259,-92.3001852280932
"4795",4795,25,"TPL",21,1,1.0219,"USGS",0.973360655737705,"USGS-05455095","Agriculture",41.6083888888889,-91.6384444444444
"4796",4796,18,"TPL",5,0.3333,0.3485,"USGS",0.767857142857143,"USGS-05455100","Agriculture",41.6064051782586,-91.6157241920414
"4797",4797,23,"TPL",5,0.6667,0.265,"USGS",0.698360655737705,"USGS-05455500","Forest_Wetland",41.4697387242571,-91.7146129287325
"4798",4798,15,"TPL",21,0.3958,1.0219,"USGS",0.28256880733945,"USGS-05457200","Agriculture",43.5142222222222,-93.0028611111111
"4799",4799,17,"TPL",21,0.25,1.0219,"USGS",0.307262569832402,"USGS-05457520","Agriculture",43.2537222222222,-92.8120277777778
"4800",4800,15,"TPL",5,0.0521,0.4455,"USGS",0.474683544303797,"USGS-05457950","Agriculture",43.198583648017,-92.6874118788654
"4801",4801,21,"TPL",17,0.0397,1.25,"USGS",0.748837209302326,"USGS-05458000","Agriculture",43.033280144327,-92.5035435061254
"4802",4802,28,"TPL",21,0.5417,1.0219,"USGS",0.827018121911038,"USGS-05458800","Agriculture",42.6808333333333,-93.20325
"4803",4803,19,"TPL",5,0.2083,0.484,"USGS",0.566079295154185,"USGS-05458870","Agriculture",42.6960872667906,-92.9079740468875
"4804",4804,13,"TPL",5,0.1215,0.34,"USGS",0.73972602739726,"USGS-05459300","Agriculture",43.2469000597665,-93.4379853583659
"4805",4805,19,"TPL",5,0.2431,0.5407,"USGS",0.533632286995516,"USGS-05461390","Agriculture",42.9071961848829,-92.720747226344
"4806",4806,18,"TPL",5,0.4167,0.3292,"USGS",0.842105263157895,"USGS-05462770","Agriculture",42.5874793220385,-92.8104745650499
"4807",4807,21,"TPL",5,0.2778,0.495,"USGS",0.6779324055666,"USGS-05463510","Agriculture",42.4566525376041,-92.4226878981901
"4808",4808,26,"TPL",5,1,0.1125,"USGS",0.64818763326226,"USGS-05464220","Agriculture",42.2515277777778,-92.2988888888889
"4809",4809,19,"TPL",5,0.1389,0.225,"USGS",0.948943661971831,"USGS-05465310","Agriculture",41.2266946252062,-91.2757077333975
"4810",4810,10,"TPL",5,1,0.079,"USGS",0.48220640569395,"USGS-05465500","Forest_Wetland",41.1780861229706,-91.1820938841857
"4811",4811,8,"TPL",6,1,0.0826,"USGS",0.880597014925373,"USGS-05465500","Forest_Wetland",41.1780861229706,-91.1820938841857
"4812",4812,10,"TPL",10,0.0714,3.58,"USGS",0.933503836317136,"USGS-05465500","Forest_Wetland",41.1780861229706,-91.1820938841857
"4813",4813,11,"TPL",11,0.0347,0.4114,"USGS",0.862295081967213,"USGS-05465500","Forest_Wetland",41.1780861229706,-91.1820938841857
"4814",4814,11,"TPL",12,0.0794,0.334,"USGS",0.92375366568915,"USGS-05465500","Forest_Wetland",41.1780861229706,-91.1820938841857
"4815",4815,10,"TPL",13,0.0868,0.2356,"USGS",0.9185667752443,"USGS-05465500","Forest_Wetland",41.1780861229706,-91.1820938841857
"4816",4816,15,"TPL",18,0.5,0.0867,"USGS",0.87719298245614,"USGS-05467000","Agriculture",41.1289232812767,-90.9193093686066
"4817",4817,19,"TPL",5,0.3333,0.4281,"USGS",0.724409448818898,"USGS-05469980","Agriculture",42.1372073337563,-93.5674373060647
"4818",4818,23,"TPL",21,0.381,1.0219,"USGS",0.875717017208413,"USGS-05471090","Agriculture",42.1066111111111,-93.3508055555556
"4819",4819,16,"TPL",5,0.1736,0.3727,"USGS",0.47887323943662,"USGS-05471120","Agriculture",41.9522099720858,-93.4060437889958
"4820",4820,27,"TPL",5,0.5,0.2828,"USGS",0.807580174927114,"USGS-05473060","Agriculture",41.1586306780427,-91.7085002471158
"4821",4821,20,"TPL",5,0.3333,0.3649,"USGS",0.657559198542805,"USGS-05473400","Forest_Wetland",40.9253053670039,-91.6742195096912
"4822",4822,7,"TPL",18,0.1389,1.25,"USGS",0.919117647058823,"USGS-05473450","Agriculture",41.0069727062099,-91.5515496654645
"4823",4823,19,"TPL",5,0.1389,0.3119,"USGS",0.818181818181818,"USGS-05473550","Agriculture",40.8605888290985,-91.4804341665179
"4824",4824,28,"TPL",21,0.5833,1.0219,"USGS",0.942275042444822,"USGS-05481820","Agriculture",41.84925,-94.0282777777778
"4825",4825,28,"TPL",21,1,1.0219,"USGS",0.941588785046729,"USGS-05483341","Agriculture",41.58925,-94.4016111111111
"4826",4826,17,"TPL",21,0.2917,1.0219,"USGS",0.969639468690702,"USGS-05487550","Agriculture",41.5370277777778,-93.2589722222222
"4827",4827,14,"TPL",18,0.5,1.25,"USGS",0.830316742081448,"USGS-05495500","Agriculture",40.1428237052634,-91.3373700786682
"4828",4828,31,"TPL",21,0.3333,1.0219,"USGS",0.924187725631769,"USGS-05517000","Forest_Wetland",41.3028196327078,-86.6205694650815
"4829",4829,21,"TPL",13,0.1389,0.1562,"USGS",0.784153005464481,"USGS-05520280","Agriculture",41.2225,-87.6583333333333
"4830",4830,16,"TPL",7,0.0434,0.2779,"USGS",0.871794871794872,"USGS-05520500","Agriculture",41.1600333754219,-87.6686483002867
"4831",4831,17,"TPL",13,0.2083,0.2062,"USGS",0.771875,"USGS-05520700","Agriculture",41.08,-87.7669444444444
"4832",4832,25,"TPL",13,0.1667,0.2706,"USGS",0.873563218390805,"USGS-05525295","Agriculture",40.6358333333333,-87.5716666666667
"4833",4833,15,"TPL",7,0.375,0.2176,"USGS",0.795031055900621,"USGS-05525500","Agriculture",40.6300362024206,-87.7239180931327
"4834",4834,16,"TPL",10,0.4167,0.2014,"USGS",0.859424920127795,"USGS-05525500","Agriculture",40.6300362024206,-87.7239180931327
"4835",4835,18,"TPL",11,0.5833,0.2729,"USGS",0.673015873015873,"USGS-05525500","Agriculture",40.6300362024206,-87.7239180931327
"4836",4836,15,"TPL",12,0.3333,0.2283,"USGS",0.795918367346939,"USGS-05525500","Agriculture",40.6300362024206,-87.7239180931327
"4837",4837,27,"TPL",13,0.1736,0.1672,"USGS",0.665562913907285,"USGS-05525505","Agriculture",40.685,-87.7569444444444
"4838",4838,22,"TPL",13,0.2083,0.1565,"USGS",0.608150470219436,"USGS-05525850","Agriculture",40.9655555555556,-87.5991666666667
"4839",4839,20,"TPL",7,0.3333,0.1765,"USGS",0.805471124620061,"USGS-05526000","Forest_Wetland",41.0089215022906,-87.8233719197114
"4840",4840,10,"TPL",13,0.0298,1.25,"USGS",0.304635761589404,"USGS-05526085","Agriculture",41.1366666666667,-87.7777777777778
"4841",4841,18,"TPL",13,0.0595,1.25,"USGS",0.871232876712329,"USGS-05526400","Agriculture",41.2197222222222,-87.9775
"4842",4842,12,"TPL",13,0.0694,1.25,"USGS",0.659090909090909,"USGS-05527001","Agriculture",41.1461111111111,-88.0997222222222
"4843",4843,13,"TPL",13,0.0694,1.25,"USGS",0.813411078717201,"USGS-05527043","Agriculture",41.2552777777778,-88.1055555555556
"4844",4844,21,"TPL",12,0.0496,1.25,"USGS",0.506666666666667,"USGS-05527729","Agriculture",42.5822417214701,-87.950079485252
"4845",4845,31,"TPL",7,0.1389,0.29,"USGS",0.773584905660377,"USGS-05527800","Agriculture",42.4891868176703,-87.9264663262715
"4846",4846,16,"TPL",8,0.2083,0.45,"USGS",0.78476821192053,"USGS-05527800","Agriculture",42.4891868176703,-87.9264663262715
"4847",4847,18,"TPL",9,0.125,0.2576,"USGS",0.818791946308725,"USGS-05527800","Agriculture",42.4891868176703,-87.9264663262715
"4848",4848,9,"TPL",8,0.1736,0.256,"USGS",0.662857142857143,"USGS-05527960","Forest_Wetland",42.418632182663,-87.9378543609825
"4849",4849,17,"TPL",8,0.1429,0.4275,"USGS",0.689655172413793,"USGS-05528032","Urban",42.3144669894578,-87.9622978851805
"4850",4850,7,"TPL",8,0.0347,0.4275,"USGS",0.115894039735099,"USGS-05530510","Urban",41.9900302372101,-87.8600637797819
"4851",4851,13,"TPL",8,0.0868,0.4275,"USGS",0.597523219814242,"USGS-05531045","Urban",42.0120833333333,-88.001
"4852",4852,15,"TPL",7,0.0952,0.3149,"USGS",0.690210656753408,"USGS-05531500","Urban",41.8258333333333,-87.9002777777778
"4853",4853,14,"TPL",10,0.3333,0.3075,"USGS",0.804347826086957,"USGS-05531500","Urban",41.8258333333333,-87.9002777777778
"4854",4854,8,"TPL",11,0.125,0.2755,"USGS",0.87905604719764,"USGS-05531500","Urban",41.8258333333333,-87.9002777777778
"4855",4855,11,"TPL",12,0.0868,0.2606,"USGS",0.801652892561983,"USGS-05531500","Urban",41.8258333333333,-87.9002777777778
"4856",4856,16,"TPL",19,1,0.1677,"USGS",0.918478260869565,"USGS-05531500","Urban",41.8258333333333,-87.9002777777778
"4857",4857,8,"TPL",21,0.25,1.0219,"USGS",0.161579892280072,"USGS-05531500","Urban",41.8258333333333,-87.9002777777778
"4858",4858,5,"TPL",8,0.0576,0.4275,"USGS",0.332460732984293,"USGS-05532000","Urban",41.8816975511678,-87.8692275882256
"4859",4859,13,"TPL",7,0.1215,0.2336,"USGS",0.68955223880597,"USGS-05532500","Urban",41.8216666666667,-87.8219444444444
"4860",4860,16,"TPL",10,0.8333,0.1872,"USGS",0.81039755351682,"USGS-05532500","Urban",41.8216666666667,-87.8219444444444
"4861",4861,11,"TPL",11,0.2083,0.3051,"USGS",0.852941176470588,"USGS-05532500","Urban",41.8216666666667,-87.8219444444444
"4862",4862,15,"TPL",12,0.4167,0.3027,"USGS",0.857558139534884,"USGS-05532500","Urban",41.8216666666667,-87.8219444444444
"4863",4863,9,"TPL",8,0.0521,0.513,"USGS",0.608974358974359,"USGS-05533000","Urban",41.7388888888889,-87.8966666666667
"4864",4864,11,"TPL",8,0.1389,0.4275,"USGS",0.671195652173913,"USGS-05533400","Forest_Wetland",41.7077777777778,-87.9627777777778
"4865",4865,13,"TPL",8,0.2431,0.308,"USGS",0.822784810126582,"USGS-05534460","Urban",42.1675255526474,-87.8289557130891
"4866",4866,12,"TPL",8,0.0298,0.4275,"USGS",0.544554455445545,"USGS-05535100","Forest_Wetland",42.1378043589046,-87.7845087877303
"4867",4867,9,"TPL",8,0.1736,0.356,"USGS",0.944117647058824,"USGS-05536236","Agriculture",41.5364238782499,-87.5967099645385
"4868",4868,17,"TPL",8,0.0397,0.513,"USGS",0.589984350547731,"USGS-05536248","Urban",41.5219790510278,-87.6844901585211
"4869",4869,9,"TPL",8,0.3333,0.3515,"USGS",0.825059101654846,"USGS-05536272","Urban",41.5569793868128,-87.596154818412
"4870",4870,13,"TPL",8,0.125,0.4275,"USGS",0.619047619047619,"USGS-05536500","Forest_Wetland",41.6466999482612,-87.7664401134996
"4871",4871,13,"TPL",8,0.2083,0.4275,"USGS",0.735849056603774,"USGS-05537550","Forest_Wetland",41.6375308934303,-88.0275593772605
"4872",4872,13,"TPL",8,0.1667,0.4275,"USGS",0.546827794561934,"USGS-05538270","Urban",41.5178099599231,-87.9275531770869
"4873",4873,18,"TPL",8,0.1175,0.4275,"USGS",0.607260726072607,"USGS-05538490","Urban",41.5394754689692,-88.0547801076232
"4874",4874,11,"TPL",8,0.0868,1.5,"USGS",0.751461988304094,"USGS-05539335","Urban",41.5025310289434,-88.078113360481
"4875",4875,16,"TPL",8,0.25,0.4275,"USGS",0.762532981530343,"USGS-05539632","Agriculture",41.4297534134991,-88.096168409982
"4876",4876,12,"TPL",8,0.0868,0.4275,"USGS",0.757033248081841,"USGS-05540032","Urban",41.8583620771182,-88.1936817908492
"4877",4877,12,"TPL",8,0.0595,0.4275,"USGS",0.682847896440129,"USGS-05540440","Urban",41.5700303668464,-88.1853408873692
"4878",4878,15,"TPL",8,0.125,0.256,"USGS",0.743283582089552,"USGS-05540660","Agriculture",41.4853084552842,-88.1858947157354
"4879",4879,12,"TPL",12,0.0248,1.25,"USGS",0.887905604719764,"USGS-055437901","Urban",43.1075094821456,-88.1720360435707
"4880",4880,16,"TPL",8,0.1667,0.51,"USGS",0.718023255813954,"USGS-05543800","Urban",43.05334420623,-88.1948139838878
"4881",4881,25,"TPL",8,0.0714,0.4275,"USGS",0.761467889908257,"USGS-055438135","Urban",43.0469552977682,-88.2159255380744
"4882",4882,18,"TPL",8,0.0198,0.4275,"USGS",0.85595567867036,"USGS-055438845","Forest_Wetland",42.9444566980366,-88.3162051840461
"4883",4883,32,"TPL",21,0.3929,1.0219,"USGS",0.935779816513762,"USGS-05544989","Agriculture",42.7195,-88.3094444444444
"4884",4884,13,"TPL",8,0.0142,0.129,"USGS",0.407702523240372,"USGS-05545955","Agriculture",42.5408516749701,-88.2278674929576
"4885",4885,17,"TPL",7,0.1389,0.2028,"USGS",0.804154302670623,"USGS-05548105","Agriculture",42.385298186295,-88.3695355202479
"4886",4886,17,"TPL",8,0.0521,0.4275,"USGS",0.756476683937824,"USGS-05548105","Agriculture",42.385298186295,-88.3695355202479
"4887",4887,21,"TPL",9,0.0248,0.4275,"USGS",0.762803234501348,"USGS-05548105","Agriculture",42.385298186295,-88.3695355202479
"4888",4888,15,"TPL",8,0.0952,0.257,"USGS",0.727011494252874,"USGS-05548200","Agriculture",42.4647413344545,-88.3000912534729
"4889",4889,26,"TPL",8,0.1667,0.56,"USGS",0.696666666666667,"USGS-05549000","Agriculture",42.3205555555556,-88.3127777777778
"4890",4890,11,"TPL",8,0.0142,0.4275,"USGS",0.59349593495935,"USGS-05549850","Urban",42.2111111111111,-88.1736111111111
"4891",4891,17,"TPL",8,0.0496,0.4275,"USGS",0.746875,"USGS-05550290","Agriculture",42.0569704764171,-88.3384137709832
"4892",4892,15,"TPL",8,0.0868,0.4275,"USGS",0.687165775401069,"USGS-05550500","Urban",42.0261111111111,-88.2555555555556
"4893",4893,22,"TPL",21,0.2917,1.0219,"USGS",0.855633802816901,"USGS-05550500","Urban",42.0261111111111,-88.2555555555556
"4894",4894,24,"TPL",8,0.0694,0.234,"USGS",0.776141384388807,"USGS-05551200","Urban",41.9327777777778,-88.3408333333333
"4895",4895,8,"TPL",8,0.0198,0.4275,"USGS",0.80058651026393,"USGS-05551340","Urban",41.8222508835715,-88.3247955656902
"4896",4896,17,"TPL",8,0.0714,0.4275,"USGS",0.736040609137056,"USGS-05551548","Urban",41.6861407267475,-88.3495151254214
"4897",4897,18,"TPL",8,0.119,0.4275,"USGS",0.773993808049536,"USGS-05551695","Agriculture",41.6819444444444,-88.4141666666667
"4898",4898,17,"TPL",8,0.0694,0.4275,"USGS",0.728232189973615,"USGS-05551931","Agriculture",41.7333626796508,-88.5078537789174
"4899",4899,21,"TPL",8,0.0893,0.4275,"USGS",0.777448071216617,"USGS-05551939","Forest_Wetland",41.6355555555556,-88.5386111111111
"4900",4900,29,"TPL",8,0.0496,0.4275,"USGS",0.726153846153846,"USGS-05551985","Agriculture",41.7050297939567,-88.6525783998627
"4901",4901,20,"TPL",8,0.0397,0.4275,"USGS",0.739010989010989,"USGS-05552190","Agriculture",41.535864608376,-88.8523006672099
"4902",4902,18,"TPL",8,0.0397,0.4275,"USGS",0.818181818181818,"USGS-05552450","Agriculture",41.4366989191884,-88.8039649459605
"4903",4903,10,"TPL",6,0.25,0.2863,"USGS",0.798828125,"USGS-05553500","Agriculture",41.3380892304102,-88.8528549274952
"4904",4904,12,"TPL",7,0.2083,0.344,"USGS",0.901408450704225,"USGS-05553500","Agriculture",41.3380892304102,-88.8528549274952
"4905",4905,14,"TPL",10,0.0868,0.2244,"USGS",0.889230769230769,"USGS-05553500","Agriculture",41.3380892304102,-88.8528549274952
"4906",4906,15,"TPL",11,0.2778,0.2631,"USGS",0.960725075528701,"USGS-05553500","Urban",41.3380892304102,-88.8528549274952
"4907",4907,15,"TPL",12,0.3333,0.3235,"USGS",0.947916666666667,"USGS-05553500","Urban",41.3380892304102,-88.8528549274952
"4908",4908,12,"TPL",5,0.3333,0.6255,"USGS",0.864197530864197,"USGS-05553800","Forest_Wetland",41.327812001255,-89.0081365429067
"4909",4909,17,"TPL",5,0.1736,0.1166,"USGS",0.626774847870183,"USGS-05554000","Agriculture",40.8355898050942,-88.2989402101633
"4910",4910,26,"TPL",21,0.119,1.0219,"USGS",0.918625678119349,"USGS-05554300","Agriculture",40.7227777777778,-88.53
"4911",4911,23,"TPL",5,0.3333,0.2665,"USGS",0.825641025641026,"USGS-05554490","Agriculture",40.8305892681411,-88.5747814545777
"4912",4912,17,"TPL",5,0.1389,0.1866,"USGS",0.396923076923077,"USGS-05556500","Urban",41.3672222222222,-89.4977777777778
"4913",4913,14,"TPL",18,0.0694,1.25,"USGS",0.803874092009685,"USGS-05558500","Agriculture",41.1500365722044,-89.416756973111
"4914",4914,24,"TPL",5,0.6667,0.2925,"USGS",0.588377723970944,"USGS-05559500","Agriculture",40.9542020031955,-89.3084201448185
"4915",4915,28,"TPL",5,0.3571,0.2705,"USGS",0.705329153605016,"USGS-05563000","Forest_Wetland",40.8005926414882,-89.8003828535127
"4916",4916,22,"TPL",5,0.2778,0.18,"USGS",0.58628841607565,"USGS-05564300","Agriculture",40.6786462585683,-88.9422940203793
"4917",4917,28,"TPL",4,0.125,0.292,"USGS",0.725903614457831,"USGS-05567000","Agriculture",40.7733333333333,-89.0769444444444
"4918",4918,26,"TPL",5,0.5833,0.2501,"USGS",0.688564476885645,"USGS-05567000","Agriculture",40.7733333333333,-89.0769444444444
"4919",4919,23,"TPL",6,0.1736,0.2886,"USGS",0.822942643391521,"USGS-05567000","Agriculture",40.7733333333333,-89.0769444444444
"4920",4920,20,"TPL",5,0.2083,0.2266,"USGS",0.772819472616633,"USGS-05567500","Agriculture",40.6236481411927,-89.2417515699714
"4921",4921,16,"TPL",5,0.1736,0.1942,"USGS",0.647196261682243,"USGS-05568000","Agriculture",40.4542067883988,-89.6062143964017
"4922",4922,27,"TPL",4,0.0625,0.483,"USGS",0.680738786279683,"USGS-05568800","Agriculture",41.0188888888889,-89.8355555555555
"4923",4923,26,"TPL",5,0.2431,0.2697,"USGS",0.44468546637744,"USGS-05568800","Agriculture",41.0188888888889,-89.8355555555555
"4924",4924,25,"TPL",6,0.3333,0.2515,"USGS",0.719917012448133,"USGS-05568800","Agriculture",41.0188888888889,-89.8355555555555
"4925",4925,19,"TPL",5,0.1736,0.3618,"USGS",0.602040816326531,"USGS-05568830","Agriculture",40.9569816280461,-89.9762231342057
"4926",4926,26,"TPL",5,0.3333,0.39,"USGS",0.733887733887734,"USGS-05569875","Agriculture",40.6717062948339,-90.3759603257336
"4927",4927,26,"TPL",5,0.3472,0.1753,"USGS",0.69672131147541,"USGS-05570910","Agriculture",40.3105888712006,-88.3222753084034
"4928",4928,15,"TPL",4,0.0625,0.216,"USGS",0.71671388101983,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4929",4929,19,"TPL",5,0.1667,0.4373,"USGS",0.735294117647059,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4930",4930,19,"TPL",6,0.1042,0.3091,"USGS",0.892100192678227,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4931",4931,18,"TPL",10,0.2083,0.1993,"USGS",0.875,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4932",4932,11,"TPL",11,0.1667,0.3231,"USGS",0.849206349206349,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4933",4933,16,"TPL",12,0.1389,0.235,"USGS",0.918831168831169,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4934",4934,13,"TPL",13,0.3333,0.1863,"USGS",0.919753086419753,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4935",4935,26,"TPL",14,0.75,0.145,"USGS",0.910662824207493,"USGS-05572000","Agriculture",40.030867352468,-88.5889541917066
"4936",4936,12,"TPL",21,0.4688,1.0219,"USGS",0.587037037037037,"USGS-05575550","Agriculture",39.5463888888889,-89.435
"4937",4937,10,"TPL",5,0.2083,0.2865,"USGS",0.533742331288344,"USGS-05575850","Agriculture",39.6961618982364,-89.5725955446522
"4938",4938,19,"TPL",5,0.2431,0.2358,"USGS",0.477690288713911,"USGS-05580000","Agriculture",40.254761015544,-89.1292529875891
"4939",4939,14,"TPL",4,0.0625,0.254,"USGS",0.726817042606516,"USGS-05583000","Agriculture",40.1241666666667,-89.985
"4940",4940,17,"TPL",5,0.1736,0.2335,"USGS",0.654223968565815,"USGS-05583900","Forest_Wetland",40.1958788287148,-90.4545700972511
"4941",4941,32,"TPL",5,0.1736,0.3051,"USGS",0.509191176470588,"USGS-05584500","Agriculture",40.330321658404,-90.8962451071872
"4942",4942,24,"TPL",6,0.25,0.3579,"USGS",0.6,"USGS-05584500","Agriculture",40.330321658404,-90.8962451071872
"4943",4943,21,"TPL",5,0.5,0.3355,"USGS",0.728260869565217,"USGS-05585800","Forest_Wetland",39.879770222247,-90.7590179793409
"4944",4944,13,"TPL",5,0.25,0.3584,"USGS",0.616,"USGS-05586100","Forest_Wetland",39.7033802002727,-90.6454046844053
"4945",4945,13,"TPL",6,0.3333,0.2734,"USGS",0.780542986425339,"USGS-05586100","Forest_Wetland",39.7033802002727,-90.6454046844053
"4946",4946,9,"TPL",10,0.0694,0.141,"USGS",0.961876832844575,"USGS-05586100","Forest_Wetland",39.7033802002727,-90.6454046844053
"4947",4947,13,"TPL",11,0.0521,0.3431,"USGS",0.950980392156863,"USGS-05586100","Forest_Wetland",39.7033802002727,-90.6454046844053
"4948",4948,9,"TPL",12,0.0694,0.2863,"USGS",0.928783382789317,"USGS-05586100","Forest_Wetland",39.7033802002727,-90.6454046844053
"4949",4949,7,"TPL",13,0.1215,0.3019,"USGS",0.975460122699387,"USGS-05586100","Forest_Wetland",39.7033802002727,-90.6454046844053
"4950",4950,15,"TPL",14,0.25,0.291,"USGS",0.959752321981424,"USGS-05586100","Forest_Wetland",39.7033802002727,-90.6454046844053
"4951",4951,21,"TPL",5,0.0694,0.412,"USGS",0.56951871657754,"USGS-05586598","Forest_Wetland",39.3597697827841,-90.4959553808084
"4952",4952,13,"TPL",5,0.1042,0.2951,"USGS",0.689750692520776,"USGS-05586645","Agriculture",39.304493650016,-89.7875952689852
"4953",4953,15,"TPL",5,0.0434,0.4223,"USGS",0.88272921108742,"USGS-05587000","Agriculture",39.2342136607328,-90.3945617517555
"4954",4954,17,"TPL",18,0.4167,1.25,"USGS",0.882488479262673,"USGS-05592050","Agriculture",39.4058734443704,-88.8964628286703
"4955",4955,21,"TPL",21,1,1.0219,"USGS",0.726775956284153,"USGS-05599100","Forest_Wetland",37.9444444444444,-89.3797222222222
"4956",4956,14,"NPL",17,0.10715,0.1125,"USGS",0.837587006960557,"USGS-06177500","Other",47.4139722222222,-105.575644444444
"4957",4957,5,"NPL",17,0.0298,1.25,"USGS",0.704347826086957,"USGS-06183450","Other",48.6728972222222,-104.512086111111
"4958",4958,16,"WMT",7,0.0496,1.25,"USGS",0.688102893890675,"USGS-06187915","Forest_Wetland",45.0028305555556,-110.001872222222
