"","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse","Latitude_dd","Longitude_dd"
"2930",27,"UMW",26,0.3330003,1.022,"EPA",0.995935,"NRS_WI-10055","Agriculture",43.14323,-91.02181
"2931",27,"UMW",17,0.4332756,1.022,"EPA",0.7414141,"NRS_WI-10056","Forest_Wetland",44.219,-90.21632
"2932",18,"UMW",21,0.8333333,1.022,"EPA",0.9923077,"NRS_WI-10056","Forest_Wetland",44.219,-90.21632
"2933",39,"UMW",26,0.2700003,1.022,"EPA",0.9209139,"NRS_WI-10056","Forest_Wetland",44.219,-90.21632
"2934",20,"UMW",17,0.1,1.022,"EPA",1,"NRS_WI-10068","Forest_Wetland",43.53297,-90.62979
"2935",23,"UMW",26,0.06699988,1.022,"EPA",0.9602273,"NRS_WI-10068","Forest_Wetland",43.53297,-90.62979
"2936",22,"UMW",17,0.5,1.022,"EPA",0.7170543,"NRS_WI-10069","Forest_Wetland",46.41642,-90.74116
"2937",43,"UMW",22,0.8667013,1.022,"EPA",0.957958,"NRS_WI-10069","Forest_Wetland",46.41642,-90.74116
"2938",31,"UMW",27,0.4147141,1.022,"EPA",0.9613153,"NRS_WI-10069","Forest_Wetland",46.41642,-90.74116
"2939",35,"UMW",17,0.5,1.022,"EPA",0.8993135,"NRS_WI-10072","Forest_Wetland",44.25218,-90.76171
"2940",39,"UMW",21,0.2666667,1.022,"EPA",0.9288618,"NRS_WI-10072","Forest_Wetland",44.25218,-90.76171
"2941",25,"UMW",26,0.4,1.022,"EPA",0.9077869,"NRS_WI-10072","Forest_Wetland",44.25218,-90.76171
"2942",37,"UMW",17,0.1333333,1.022,"EPA",0.8630952,"NRS_WI-10077","Agriculture",44.94776,-91.55695
"2943",46,"UMW",17,0.4,1.022,"EPA",0.8602794,"NRS_WI-10087","Forest_Wetland",45.49626,-87.98249
"2944",42,"UMW",21,0.6333523,0.929,"EPA",0.9510022,"NRS_WI-10087","Forest_Wetland",45.49626,-87.98249
"2945",51,"UMW",26,0.4,1.022,"EPA",0.9587426,"NRS_WI-10087","Forest_Wetland",45.49626,-87.98249
"2946",27,"UMW",17,0.2,1.022,"EPA",0.9009901,"NRS_WI-10088","Forest_Wetland",44.91029,-90.49366
"2947",28,"UMW",21,0.4666573,1.022,"EPA",0.9887006,"NRS_WI-10088","Forest_Wetland",44.91029,-90.49366
"2948",31,"UMW",26,0.2670013,1.022,"EPA",0.9281553,"NRS_WI-10088","Forest_Wetland",44.91029,-90.49366
"2949",23,"UMW",17,0.1666667,1.022,"EPA",0.9063745,"NRS_WI-10090","Agriculture",42.97611,-90.99135
"2950",24,"UMW",21,0.05,1.022,"EPA",0.8494624,"NRS_WI-10090","Agriculture",42.97611,-90.99135
"2951",30,"UMW",26,0.05,1.022,"EPA",0.9758065,"NRS_WI-10090","Agriculture",42.97611,-90.99135
"2952",8,"TPL",21,0.2333341,1.022,"EPA",0.9940358,"NRS_WI-10091","Agriculture",43.45535,-89.2491
"2953",24,"UMW",17,0.03333333,1.022,"EPA",0.4075993,"NRS_WI-10093","Forest_Wetland",45.26919,-92.49502
"2954",46,"UMW",26,0.08299995,1.022,"EPA",0.8796844,"NRS_WI-10093","Forest_Wetland",45.26919,-92.49502
"2955",15,"UMW",17,0.7668712,1.022,"EPA",0.9722222,"NRS_WI-10094","Agriculture",43.967,-91.24195
"2956",35,"UMW",17,0.4332756,1.022,"EPA",0.8825832,"NRS_WI-10095","Forest_Wetland",44.8774,-90.84792
"2957",26,"UMW",21,0.366663,1.022,"EPA",0.915212,"NRS_WI-10095","Forest_Wetland",44.8774,-90.84792
"2958",38,"UMW",17,0.5,1.022,"EPA",0.9702381,"NRS_WI-10098","Forest_Wetland",45.68021,-92.07058
"2959",35,"UMW",21,0.4333319,1.022,"EPA",0.9439024,"NRS_WI-10098","Forest_Wetland",45.68021,-92.07058
"2960",33,"UMW",26,0.3669994,1.022,"EPA",0.7465347,"NRS_WI-10098","Forest_Wetland",45.68021,-92.07058
"2961",30,"UMW",17,0.59988,1.022,"EPA",0.8605578,"NRS_WI-10099","Forest_Wetland",46.78863,-91.26534
"2962",29,"UMW",21,0.1666667,1.022,"EPA",0.9698795,"NRS_WI-10099","Forest_Wetland",46.78863,-91.26534
"2963",35,"UMW",17,0.2666667,1.022,"EPA",0.9517375,"NRS_WI-10101","Forest_Wetland",45.22549,-89.64785
"2964",18,"UMW",17,0.30003,1.022,"EPA",0.9821074,"NRS_WI-10102","Forest_Wetland",45.01973,-89.12751
"2965",24,"UMW",17,0.2666667,1.022,"EPA",0.9491194,"NRS_WI-10104","Forest_Wetland",45.62459,-91.55276
"2966",48,"UMW",27,1,1.022,"EPA",0.9197248,"NRS_WI-10120","Forest_Wetland",46.48087,-90.55855
"2967",42,"UMW",26,1,1.022,"EPA",0.9297821,"NRS_WI-10121","Forest_Wetland",43.92827,-89.90295
"2968",34,"TPL",21,0.1,1.022,"EPA",0.9418838,"NRS_WI-10122","Agriculture",42.72299,-88.31107
"2969",38,"TPL",26,0.1670007,1.022,"EPA",0.9122807,"NRS_WI-10122","Agriculture",42.72299,-88.31107
"2970",21,"UMW",26,0.07500019,0.836,"EPA",0.4481481,"NRS_WI-10123","Forest_Wetland",45.44761,-91.87864
"2971",26,"UMW",21,0.2333341,1.022,"EPA",0.9164927,"NRS_WI-10124","Forest_Wetland",44.94887,-91.12384
"2972",24,"UMW",21,0.1666667,1.022,"EPA",0.9927711,"NRS_WI-10127","Forest_Wetland",45.84817,-92.05125
"2973",47,"UMW",26,0.1,1.022,"EPA",0.9462151,"NRS_WI-10127","Forest_Wetland",45.84817,-92.05125
"2974",21,"UMW",21,0.1666667,1.022,"EPA",0.9974293,"NRS_WI-10156","Agriculture",42.85481,-90.52929
"2975",30,"UMW",26,0.04200004,1.022,"EPA",0.9510204,"NRS_WI-10156","Agriculture",42.85481,-90.52929
"2976",20,"UMW",26,0.1329999,1.022,"EPA",0.9920477,"NRS_WI-10158","Agriculture",44.81844,-91.87926
"2977",20,"UMW",26,0.09199971,1.115,"EPA",0.9921569,"NRS_WI-10162","Forest_Wetland",44.43671,-89.22238
"2978",23,"UMW",22,0.8124797,1.022,"EPA",0.8162879,"NRS_WI-10166","Forest_Wetland",43.3867,-89.7986
"2979",14,"UMW",21,0.2916983,1.022,"EPA",0.9694073,"NRS_WI-10167","Forest_Wetland",44.19707,-90.73067
"2980",37,"UMW",22,0.25,1.022,"EPA",0.8854369,"NRS_WI-10168","Forest_Wetland",45.48002,-88.53712
"2981",40,"UMW",22,0.3749953,1.022,"EPA",0.9157303,"NRS_WI-10171","Forest_Wetland",45.91435,-89.75703
"2982",26,"TPL",21,NA,1.022,"EPA",0.9228487,"NRS_WI-10173","Forest_Wetland",42.88488,-88.53879
"2983",33,"TPL",21,NA,1.022,"EPA",0.7211155,"NRS_WI-10174","Agriculture",44.329,-87.63524
"2984",37,"UMW",22,0.7083156,1.022,"EPA",0.9463221,"NRS_WI-10175","Forest_Wetland",46.0922,-89.2615
"2985",37,"UMW",22,0.6667111,1.022,"EPA",0.5338491,"NRS_WI-10176","Forest_Wetland",46.34372,-90.51739
"2986",24,"TPL",26,0.04200004,1.022,"EPA",0.9468303,"NRS_WI-10177","Urban",43.02313,-89.40097
"2987",17,"TPL",26,0.1329999,1.022,"EPA",0.9510204,"NRS_WI-10178","Agriculture",42.92329,-89.10375
"2988",36,"TPL",26,0.1670007,1.022,"EPA",0.937247,"NRS_WI-10180","Agriculture",43.50436,-88.7186
"2989",36,"UMW",26,0.1329999,1.022,"EPA",0.9035433,"NRS_WI-10183","Agriculture",45.49404,-90.96128
"2990",29,"UMW",26,0.1670007,1.022,"EPA",0.9668616,"NRS_WI-10184","Agriculture",44.68916,-91.36509
"2991",28,"TPL",26,0.1,1.022,"EPA",0.9680639,"NRS_WI-10186","Agriculture",44.79007,-92.52999
"2992",25,"TPL",26,0.599988,1.022,"EPA",0.8188513,"NRS_WI-10187","Urban",43.00195,-88.15254
"2993",40,"TPL",26,0.7329766,1.022,"EPA",0.6928983,"NRS_WI-10188","Agriculture",43.70208,-88.57195
"2994",29,"TPL",26,0.05799993,1.022,"EPA",0.9230769,"NRS_WI-10189","Agriculture",43.70008,-87.81661
"2995",38,"UMW",27,0.4299966,1.022,"EPA",0.9526627,"NRS_WI-10190","Agriculture",43.00191,-89.59088
"2996",21,"UMW",26,0.5,1.022,"EPA",0.9980198,"NRS_WI-10191","Forest_Wetland",45.66959,-88.79086
"2997",44,"UMW",26,0.05799993,1.022,"EPA",0.9705882,"NRS_WI-10194","Forest_Wetland",45.02692,-88.97934
"2998",37,"UMW",26,0.1670007,1.022,"EPA",0.9370079,"NRS_WI-10195","Agriculture",43.03847,-90.25512
"2999",30,"UMW",26,0.2670013,1.022,"EPA",0.9878296,"NRS_WI-10197","Forest_Wetland",44.47032,-90.86881
"3000",41,"UMW",26,0.1329999,1.022,"EPA",0.9741551,"NRS_WI-10198","Forest_Wetland",45.32809,-88.42996
"3001",32,"UMW",26,0.2749973,1.022,"EPA",0.9036145,"NRS_WI-10199","Forest_Wetland",43.20595,-90.74092
"3002",31,"UMW",26,0.1670007,1.022,"EPA",0.9607438,"NRS_WI-10201","Forest_Wetland",44.5582,-90.32251
"3003",23,"TPL",26,0.05,1.022,"EPA",0.9863813,"NRS_WI-10211","Agriculture",42.53687,-89.39556
"3004",19,"TPL",26,0.1329999,1.022,"EPA",0.9732314,"NRS_WI-10212","Agriculture",43.98023,-88.29781
"3005",33,"UMW",26,0.1329999,0.929,"EPA",0.9979716,"NRS_WI-10215","Forest_Wetland",45.91434,-88.72224
"3006",28,"UMW",26,1,1.022,"EPA",0.9142259,"NRS_WI-10217","Forest_Wetland",45.6022,-90.95854
"3007",21,"UMW",27,0.300003,1.022,"EPA",0.9882122,"NRS_WI-10220","Agriculture",42.90346,-90.94248
"3008",26,"UMW",26,0.1170001,1.022,"EPA",0.9961315,"NRS_WI-10221","Forest_Wetland",44.87824,-88.67156
"3009",40,"UMW",26,0.07500019,1.022,"EPA",0.9725777,"NRS_WI-10222","Forest_Wetland",46.24977,-91.64109
"3010",42,"TPL",26,0.599988,1.022,"EPA",0.9420849,"NRS_WI-10223","Agriculture",44.18897,-87.88354
"3011",48,"UMW",26,0.2330025,1.022,"EPA",0.9787611,"NRS_WI-10224","Forest_Wetland",45.74026,-88.0792
"3012",44,"UMW",26,0.4329942,1.022,"EPA",0.9541833,"NRS_WI-10225","Agriculture",43.42474,-89.9375
"3013",37,"UMW",26,0.025,1.022,"EPA",0.976699,"NRS_WI-10226","Forest_Wetland",44.73349,-92.32639
"3014",33,"UMW",27,0.4299966,1.022,"EPA",0.998004,"NRS_WI-10231","Agriculture",44.96263,-90.86513
"3015",27,"UMW",26,0.2330025,1.022,"EPA",0.9941973,"NRS_WI-10232","Forest_Wetland",44.32093,-89.09306
"3016",34,"UMW",26,0.1875012,1.022,"EPA",0.9033531,"NRS_WI-10263","Forest_Wetland",45.913,-89.758
"3017",46,"UMW",27,0.3645776,1.022,"EPA",0.9337232,"NRS_WI-10263","Forest_Wetland",45.913,-89.758
"3018",33,"UMW",27,0.25,1.022,"EPA",0.893617,"NRS_WI-10264","Forest_Wetland",46.41289,-90.51619
"3019",33,"SAP",12,1,1.022,"EPA",0.8831169,"NRS_WV-10008","Forest_Wetland",38.75209,-80.94089
"3020",48,"SAP",17,0.4,1.022,"EPA",0.7852883,"NRS_WV-10008","Forest_Wetland",38.75219,-80.94072
"3021",32,"SAP",12,0.3,1.022,"EPA",0.8272553,"NRS_WV-10013","Forest_Wetland",39.24421,-78.66486
"3022",30,"SAP",17,0.1499925,1.022,"EPA",0.6593407,"NRS_WV-10013","Forest_Wetland",39.24432,-78.6646
"3023",46,"SAP",12,0.2,1.022,"EPA",0.8971332,"NRS_WV-10015","Forest_Wetland",39.55729,-80.18244
"3024",38,"SAP",17,0.30003,1.022,"EPA",0.7686567,"NRS_WV-10015","Forest_Wetland",39.55738,-80.18224
"3025",35,"SAP",12,0.111,1.022,"EPA",0.5530612,"NRS_WV-10016","Forest_Wetland",37.99741,-80.86222
"3026",46,"SAP",17,0.1,1.022,"EPA",0.8402662,"NRS_WV-10016","Forest_Wetland",37.99753,-80.86204
"3027",34,"SAP",17,0.1499925,1.022,"EPA",0.6127745,"NRS_WV-10024","Forest_Wetland",38.53576,-80.48593
"3028",35,"SAP",17,0.125,1.022,"EPA",0.7083333,"NRS_WV-10027","Forest_Wetland",39.39898,-78.43837
"3029",37,"SAP",17,0.2,1.022,"EPA",0.6830508,"NRS_WV-10028","Forest_Wetland",38.20966,-80.04873
"3030",55,"SAP",22,0.2916983,1.022,"EPA",0.9125683,"NRS_WV-10028","Forest_Wetland",38.20966,-80.04873
"3031",56,"SAP",27,0.2083333,1.022,"EPA",0.9197652,"NRS_WV-10028","Forest_Wetland",38.20966,-80.04873
"3032",27,"SAP",17,0.30003,0.929,"EPA",0.8369099,"NRS_WV-10030","Forest_Wetland",38.27013,-82.44883
"3033",29,"SAP",17,0.2,1.022,"EPA",0.6598891,"NRS_WV-10031","Forest_Wetland",39.472,-78.36353
"3034",47,"SAP",22,0.3213987,1.022,"EPA",0.8381503,"NRS_WV-10031","Forest_Wetland",39.472,-78.36353
"3035",33,"SAP",17,0.2,0.929,"EPA",0.8285714,"NRS_WV-10036","Forest_Wetland",38.80394,-80.89189
"3036",40,"SAP",22,0.6927127,0.093,"EPA",0.9470588,"NRS_WV-10036","Forest_Wetland",38.80394,-80.89189
"3037",37,"SAP",26,0.7656382,1.022,"EPA",0.8594059,"NRS_WV-10036","Forest_Wetland",38.80394,-80.89189
"3038",28,"SAP",17,0.1499925,1.022,"EPA",0.8707224,"NRS_WV-10037","Forest_Wetland",38.46936,-82.27878
"3039",25,"SAP",22,0.6667111,1.022,"EPA",0.962963,"NRS_WV-10037","Forest_Wetland",38.46936,-82.27878
"3040",32,"SAP",27,1,1.022,"EPA",0.9201521,"NRS_WV-10037","Forest_Wetland",38.46936,-82.27878
"3041",28,"SAP",17,0.25,1.022,"EPA",0.824,"NRS_WV-10040","Forest_Wetland",37.57787,-81.2885
"3042",37,"SAP",17,0.1750088,1.022,"EPA",0.7980583,"NRS_WV-10048","Forest_Wetland",38.27686,-82.12486
"3043",36,"SAP",26,0.125,1.022,"EPA",0.9864865,"NRS_WV-10053","Forest_Wetland",38.26276,-81.22257
"3044",36,"SAP",22,1,1.022,"EPA",0.9444444,"NRS_WV-10057","Forest_Wetland",38.14842,-82.21046
"3045",32,"SAP",27,0.4583372,1.022,"EPA",0.9375,"NRS_WV-10057","Forest_Wetland",38.14842,-82.21046
"3046",35,"SAP",22,0.25,1.022,"EPA",0.9416196,"NRS_WV-10058","Forest_Wetland",38.65011,-80.76148
"3047",37,"SAP",22,1,1.022,"EPA",0.9607843,"NRS_WV-10059","Forest_Wetland",39.65962,-80.59558
"3048",37,"SAP",22,0.25,1.022,"EPA",0.9189189,"NRS_WV-10060","Forest_Wetland",38.35937,-79.8733
"3049",32,"SAP",22,0.625,1.022,"EPA",0.9628906,"NRS_WV-10061","Forest_Wetland",38.22115,-81.88153
"3050",24,"SAP",22,0.25,1.022,"EPA",0.8268877,"NRS_WV-10062","Forest_Wetland",38.34361,-80.68207
"3051",42,"SAP",21,0.5059961,1.022,"EPA",0.9094203,"NRS_WV-10064","Forest_Wetland",39.4955,-78.30457
"3052",23,"SAP",26,0.5703205,1.022,"EPA",0.8074656,"NRS_WV-10068","Forest_Wetland",38.63828,-79.1902
"3053",24,"SAP",26,0.4166667,1.022,"EPA",0.8728324,"NRS_WV-10069","Urban",39.31011,-80.27189
"3054",33,"SAP",26,0.2187514,1.022,"EPA",0.962,"NRS_WV-10071","Forest_Wetland",37.74097,-81.5762
"3055",26,"SAP",26,0.2708339,1.022,"EPA",0.8693069,"NRS_WV-10072","Forest_Wetland",38.58067,-79.515
"3056",23,"SAP",26,0.7968762,1.022,"EPA",0.9663366,"NRS_WV-10078","Urban",38.27592,-80.83755
"3057",40,"SAP",27,0.8749672,1.022,"EPA",0.9089109,"NRS_WV-10079","Forest_Wetland",39.26324,-79.26235
"3058",20,"XER",8,0.225,1.022,"EPA",0.8421053,"NRS_WY-10016","Other",41.65273,-110.7459
"3059",23,"XER",9,0.0119,1.022,"EPA",0.9558304,"NRS_WY-10016","Other",41.65273,-110.7459
"3060",9,"XER",17,0.2,1.022,"EPA",0.8416486,"NRS_WY-10016","Other",41.65268,-110.7466
"3061",16,"NPL",8,1,1.022,"EPA",0.9383562,"NRS_WY-10024","Other",43.68253,-106.3394
"3062",18,"NPL",17,1,1.022,"EPA",0.9226006,"NRS_WY-10024","Other",43.6825,-106.34
"3063",13,"WMT",8,0.075,1.022,"EPA",0.6702509,"NRS_WY-10030","Forest_Wetland",44.30325,-106.9383
"3064",19,"WMT",17,0.30003,1.022,"EPA",0.9837728,"NRS_WY-10030","Forest_Wetland",44.30322,-106.9389
"3065",22,"WMT",9,0.3333,1.022,"EPA",0.9001783,"NRS_WY-10085","Forest_Wetland",43.85899,-110.9091
"3066",15,"WMT",17,0.1666667,1.022,"EPA",0.9549719,"NRS_WY-10085","Forest_Wetland",43.85892,-110.9099
"3067",22,"WMT",9,0.2333,1.022,"EPA",0.8649789,"NRS_WY-10098","Forest_Wetland",42.87319,-109.1799
"3068",22,"WMT",16,0.1,NA,"EPA",0.5059829,"NRS_WY-10098","Forest_Wetland",42.87314,-109.1806
"3069",25,"XER",9,0.3924,1.022,"EPA",0.8709677,"NRS_WY-10104","Other",43.53978,-108.8493
"3070",17,"XER",17,0.2333178,1.022,"EPA",0.6171079,"NRS_WY-10104","Other",43.53974,-108.85
"3071",18,"XER",9,0.4722,1.022,"EPA",0.9855072,"NRS_WY-10113","Other",41.01548,-108.8267
"3072",17,"XER",16,0.1666667,1.022,"EPA",0.875502,"NRS_WY-10113","Other",41.01544,-108.8274
"3073",26,"XER",10,0.1667,1.022,"EPA",0.8121212,"NRS_WY-10159","Other",44.99132,-108.3539
"3074",25,"XER",11,0.0833,1.022,"EPA",0.9731801,"NRS_WY-10159","Other",44.99132,-108.3539
"3075",35,"XER",17,0.8665511,1.022,"EPA",0.9381966,"NRS_WY-10159","Other",44.99127,-108.3546
"3076",15,"NPL",10,0.8333,1.022,"EPA",0.5605096,"NRS_WY-10171","Other",44.10232,-105.1593
"3077",18,"NPL",17,0.5333333,1.022,"EPA",0.9840547,"NRS_WY-10171","Other",44.1023,-105.1598
"3078",44,"XER",11,0.125,1.022,"EPA",0.9495798,"NRS_WY-10208","Other",41.65282,-106.3129
"3079",37,"XER",16,0.1666667,1.022,"EPA",0.9459459,"NRS_WY-10208","Other",41.65279,-106.3135
"3080",20,"SPL",11,0.1042,1.022,"EPA",0.3221344,"NRS_WY-10220","Other",42.10983,-104.6275
"3081",21,"SPL",16,0.2666667,0.558,"EPA",0.7619048,"NRS_WY-10220","Other",42.1098,-104.628
"3082",4,"XER",26,0.5,1.022,"EPA",0.1508704,"NRS_WY-10319","Other",41.59625,-109.1488
"3083",9,"NPL",17,0.2,1.022,"EPA",0.7911877,"NRS_WY-10321","Other",43.41402,-106.286
"3084",12,"NPL",21,0.1667,1.022,"EPA",0.6343907,"NRS_WY-10321","Other",43.41402,-106.286
"3085",14,"NPL",26,0.562493,1.022,"EPA",0.9100529,"NRS_WY-10321","Other",43.41402,-106.286
"3086",43,"NPL",17,0.7331378,1.022,"EPA",0.9620853,"NRS_WY-10324","Other",44.81826,-107.0448
"3087",21,"NPL",16,0.5,1.022,"EPA",0.9812925,"NRS_WY-10325","Other",44.62542,-105.3017
"3088",22,"NPL",22,1,1.022,"EPA",0.9251701,"NRS_WY-10325","Other",44.62542,-105.3017
"3089",22,"XER",17,0.30003,1.022,"EPA",0.6120527,"NRS_WY-10327","Other",42.05064,-110.5351
"3090",20,"NPL",16,1,1.022,"EPA",0.9130435,"NRS_WY-10329","Other",43.34957,-104.2957
"3091",16,"WMT",16,0.2,1.022,"EPA",0.7193878,"NRS_WY-10330","Other",41.38215,-107.2276
"3092",20,"WMT",21,0.2604031,1.022,"EPA",0.9384058,"NRS_WY-10330","Other",41.38215,-107.2276
"3093",14,"WMT",26,0.01822918,0.929,"EPA",0.9497099,"NRS_WY-10330","Other",41.38215,-107.2276
"3094",24,"NPL",16,0.1333333,1.022,"EPA",0.8910675,"NRS_WY-10333","Other",44.69584,-106.3383
"3095",15,"NPL",16,1,1.022,"EPA",0.9313131,"NRS_WY-10337","Other",43.96561,-106.1714
"3096",25,"WMT",17,0.2666667,1.022,"EPA",0.8581907,"NRS_WY-10340","Forest_Wetland",44.15839,-106.912
"3097",31,"WMT",26,0.5833285,1.022,"EPA",0.7751479,"NRS_WY-10340","Forest_Wetland",44.15839,-106.912
"3098",21,"WMT",16,0.2,1.022,"EPA",0.9765166,"NRS_WY-10341","Other",44.38685,-104.6773
"3099",30,"SPL",16,0.1190476,1.022,"EPA",0.9507187,"NRS_WY-10342","Other",42.11494,-104.9852
"3100",28,"WMT",21,0.2916983,1.022,"EPA",0.9448399,"NRS_WY-10343","Forest_Wetland",42.81299,-110.689
"3101",19,"XER",17,0.4332756,1.022,"EPA",0.9768041,"NRS_WY-10344","Agriculture",44.50771,-108.4334
"3102",27,"XER",22,0.2916983,0.929,"EPA",0.9401544,"NRS_WY-10344","Agriculture",44.50771,-108.4334
"3103",28,"XER",26,0.25,1.022,"EPA",0.9099804,"NRS_WY-10344","Agriculture",44.50771,-108.4334
"3104",21,"NPL",16,0.4,1.022,"EPA",0.8078431,"NRS_WY-10349","Other",44.80191,-106.148
"3105",28,"XER",16,0.2666667,1.022,"EPA",0.8118361,"NRS_WY-10350","Other",41.0327,-105.6756
"3106",33,"XER",21,1,1.022,"EPA",0.8065764,"NRS_WY-10350","Other",41.0327,-105.6756
"3107",22,"NPL",17,0.1,1.022,"EPA",0.835206,"NRS_WY-10353","Other",43.94402,-105.4367
"3108",25,"NPL",21,0.8749672,1.022,"EPA",0.8574257,"NRS_WY-10353","Other",43.94402,-105.4367
"3109",17,"XER",16,0.8,1.022,"EPA",0.9029703,"NRS_WY-10354","Other",42.13291,-106.0715
"3110",18,"XER",21,0.1875012,1.022,"EPA",0.9784946,"NRS_WY-10354","Other",42.13291,-106.0715
"3111",19,"XER",17,0.8333333,1.022,"EPA",0.9447983,"NRS_WY-10355","Other",42.54689,-109.1164
"3112",32,"XER",21,0.08330001,1.022,"EPA",0.9314587,"NRS_WY-10355","Other",42.54689,-109.1164
"3113",29,"XER",26,0.3333333,1.022,"EPA",0.8869048,"NRS_WY-10355","Other",42.54689,-109.1164
"3114",8,"XER",17,0.4332756,1.022,"EPA",0.8652695,"NRS_WY-10356","Other",43.94113,-108.049
"3115",25,"NPL",16,0.2666667,1.022,"EPA",0.8809524,"NRS_WY-10357","Other",43.51663,-104.8414
"3116",26,"NPL",16,0.30003,1.022,"EPA",0.8,"NRS_WY-10360","Other",43.49248,-106.6606
"3117",21,"NPL",21,0.08330001,1.022,"EPA",0.7468582,"NRS_WY-10360","Other",43.49248,-106.6606
"3118",14,"NPL",26,0.04166667,1.022,"EPA",0.8735178,"NRS_WY-10360","Other",43.49248,-106.6606
"3119",20,"NPL",17,1,1.022,"EPA",0.9454023,"NRS_WY-10361","Other",43.60296,-104.1929
"3120",31,"NPL",17,0.2633658,1.022,"EPA",0.9330922,"NRS_WY-10369","Other",44.74978,-104.9555
"3121",21,"NPL",21,0.1617992,1.022,"EPA",0.6609524,"NRS_WY-10369","Other",44.74978,-104.9555
"3122",40,"NPL",17,0.2666667,1.022,"EPA",0.8939828,"NRS_WY-10372","Other",42.76846,-105.9736
"3123",36,"NPL",22,0.5097879,NA,"EPA",0.9235182,"NRS_WY-10372","Other",42.76846,-105.9736
"3124",19,"NPL",17,0.1666667,1.022,"EPA",0.9371429,"NRS_WY-10373","Other",44.03177,-106.6561
"3125",29,"NPL",22,0.1458002,1.022,"EPA",0.7116788,"NRS_WY-10373","Other",44.03177,-106.6561
"3126",29,"WMT",17,0.5333333,1.022,"EPA",0.8520599,"NRS_WY-10374","Forest_Wetland",43.65474,-109.9079
"3127",42,"WMT",22,0.7291819,1.022,"EPA",0.8210923,"NRS_WY-10374","Forest_Wetland",43.65474,-109.9079
"3128",22,"WMT",26,0.625,1.022,"EPA",0.8820225,"NRS_WY-10374","Forest_Wetland",43.65474,-109.9079
"3129",14,"WMT",17,1,1.022,"EPA",0.9855908,"NRS_WY-10375","Forest_Wetland",44.5291,-109.6635
"3130",30,"WMT",17,0.4666356,1.022,"EPA",0.9221106,"NRS_WY-10376","Other",44.50731,-107.3745
"3131",27,"NPL",17,0.5,1.022,"EPA",0.8638574,"NRS_WY-10377","Other",44.59092,-104.9307
"3132",20,"WMT",17,0.1,1.022,"EPA",0.9595745,"NRS_WY-10379","Other",42.18433,-110.4617
"3133",30,"WMT",21,0.1875012,1.022,"EPA",0.9393939,"NRS_WY-10384","Other",43.1383,-110.3885
"3134",33,"XER",21,0.5285971,1.022,"EPA",0.9052045,"NRS_WY-10385","Forest_Wetland",41.60117,-106.4195
"3135",29,"WMT",21,0.125,1.022,"EPA",0.9638783,"NRS_WY-10388","Forest_Wetland",42.93435,-110.7209
"3136",33,"WMT",21,0.3125,1.022,"EPA",0.8820327,"NRS_WY-10391","Other",43.55855,-110.2491
"3137",29,"WMT",26,0.3125,1.022,"EPA",0.890681,"NRS_WY-10391","Other",43.55855,-110.2491
"3138",37,"NPL",22,1,1.022,"EPA",0.686722,"NRS_WY-10394","Other",44.08912,-106.6737
"3139",25,"NPL",26,1,1.022,"EPA",0.9080235,"NRS_WY-10394","Other",44.08912,-106.6737
"3140",21,"NPL",22,1,1.022,"EPA",0.9328165,"NRS_WY-10399","Urban",44.34619,-106.7024
"3141",33,"NPL",26,0.1875012,1.022,"EPA",0.9458414,"NRS_WY-10399","Urban",44.34619,-106.7024
"3142",29,"XER",22,0.8124797,1.022,"EPA",0.961165,"NRS_WY-10401","Other",41.77811,-106.207
"3143",15,"XER",22,1,1.022,"EPA",0.976247,"NRS_WY-10403","Other",44.56465,-108.9934
"3144",34,"XER",22,0.5468964,1.022,"EPA",0.9669903,"NRS_WY-10405","Other",41.18708,-105.7905
"3145",19,"NPL",26,0.8749672,1.022,"EPA",0.734127,"NRS_WY-10421","Other",44.07423,-105.2546
"3146",25,"XER",21,0.1667,1.022,"EPA",0.9833333,"NRS_WY-10423","Other",42.50246,-108.2566
"3147",40,"XER",26,0.4,1.022,"EPA",0.9150198,"NRS_WY-10423","Other",42.50246,-108.2566
"3148",18,"XER",22,0.09379983,1.022,"EPA",0.9857143,"NRS_WY-10427","Other",42.09641,-109.4537
"3149",26,"NPL",22,0.2292001,1.022,"EPA",0.9755639,"NRS_WY-10428","Agriculture",44.57821,-106.4505
"3150",16,"WMT",21,0.05209989,0.743,"EPA",0.9527273,"NRS_WY-10432","Other",44.35518,-110.514
"3151",25,"WMT",21,0.4167014,1.022,"EPA",0.9509632,"NRS_WY-10436","Agriculture",42.97962,-111.0067
"3152",26,"WMT",22,0.5,1.022,"EPA",0.8844884,"NRS_WY-10439","Other",42.77052,-109.257
"3153",17,"WMT",26,1,1.022,"EPA",0.7749511,"NRS_WY-10439","Other",42.77052,-109.257
"3154",29,"WMT",22,1,1.022,"EPA",0.6908517,"NRS_WY-10441","Other",41.23328,-105.2929
"3155",29,"WMT",26,0.08333333,1.022,"EPA",0.6510721,"NRS_WY-10441","Other",41.23328,-105.2929
"3156",33,"WMT",22,1,1.022,"EPA",0.6031042,"NRS_WY-10444","Other",42.13951,-105.6487
"3157",21,"XER",22,0.2813019,1.022,"EPA",0.5879218,"NRS_WY-10445","Other",41.97347,-110.7556
